cell_id,checkpoint,family_contract,bounded,terminated,diagnostics,planned,evaluated,missing,preserved,observed_case_rate,full_inventory_rate,interpretation,denominator_policy
3fdc7c12d6d583f46608eac6,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""expected_n"":100,""preserved_fraction"":0.0,""preserved_n"":0,""preserved_terminated_fraction"":0.0,""preserved_terminated_n"":0,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":0,""reference_truncated_n"":0,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":0,""unavailable_n"":0}",100,100,0,0,0,0,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
a7d551c093fd3333314813a5,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""expected_n"":100,""preserved_fraction"":0.0,""preserved_n"":0,""preserved_terminated_fraction"":0.0,""preserved_terminated_n"":0,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":0,""reference_truncated_n"":30,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":30,""unavailable_n"":0}",100,100,0,0,0,0,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
c402523c2460a62d6040ddd0,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""expected_n"":100,""preserved_fraction"":0.0,""preserved_n"":0,""preserved_terminated_fraction"":0.0,""preserved_terminated_n"":0,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":0,""reference_truncated_n"":30,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":30,""unavailable_n"":0}",100,100,0,0,0,0,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
b103826472ba7653cd8fd13a,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""expected_n"":100,""preserved_fraction"":0.0,""preserved_n"":0,""preserved_terminated_fraction"":0.0,""preserved_terminated_n"":0,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":0,""reference_truncated_n"":30,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":30,""unavailable_n"":0}",100,100,0,0,0,0,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
525ad705ad7008ed3ea378eb,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""expected_n"":100,""preserved_fraction"":0.0,""preserved_n"":0,""preserved_terminated_fraction"":0.0,""preserved_terminated_n"":0,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":0,""reference_truncated_n"":30,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":30,""unavailable_n"":0}",100,100,0,0,0,0,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
8a4bcb6e358e98c523b0d0c3,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""expected_n"":100,""preserved_fraction"":0.0,""preserved_n"":0,""preserved_terminated_fraction"":0.0,""preserved_terminated_n"":0,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":0,""reference_truncated_n"":30,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":30,""unavailable_n"":0}",100,100,0,0,0,0,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
144f77ff21860a8a089a8080,300,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""expected_n"":100,""preserved_fraction"":0.0,""preserved_n"":0,""preserved_terminated_fraction"":0.0,""preserved_terminated_n"":0,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":0,""reference_truncated_n"":58,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":58,""unavailable_n"":0}",100,100,0,0,0,0,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
3c3212c0cad597bafe0d5782,300,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""expected_n"":100,""preserved_fraction"":0.0,""preserved_n"":0,""preserved_terminated_fraction"":0.0,""preserved_terminated_n"":0,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":0,""reference_truncated_n"":58,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":58,""unavailable_n"":0}",100,100,0,0,0,0,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
5d467b73f60b99b3d07f8c02,300,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""expected_n"":100,""preserved_fraction"":0.0,""preserved_n"":0,""preserved_terminated_fraction"":0.0,""preserved_terminated_n"":0,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":0,""reference_truncated_n"":58,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":58,""unavailable_n"":0}",100,100,0,0,0,0,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
a81b13b1b22e0bfe489daaa0,300,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""expected_n"":100,""preserved_fraction"":0.0,""preserved_n"":0,""preserved_terminated_fraction"":0.0,""preserved_terminated_n"":0,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":0,""reference_truncated_n"":58,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":58,""unavailable_n"":0}",100,100,0,0,0,0,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
1aff34869825a76d502d92a3,300,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""evaluated_value"":0.0,""numerator"":0.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.0}","{""expected_n"":100,""preserved_fraction"":0.0,""preserved_n"":0,""preserved_terminated_fraction"":0.0,""preserved_terminated_n"":0,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":0,""reference_truncated_n"":58,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":58,""unavailable_n"":0}",100,100,0,0,0,0,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
3b70d3d44297fc1197610228,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.27,""numerator"":27.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.27}","{""evaluated_value"":0.27,""numerator"":27.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.27}","{""expected_n"":100,""preserved_fraction"":0.27,""preserved_n"":27,""preserved_terminated_fraction"":0.27,""preserved_terminated_n"":27,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":2,""reference_truncated_n"":0,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":2,""unavailable_n"":0}",100,100,0,27,0.27,0.27,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
84bae28d26e5f5a3e555b601,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.33,""numerator"":33.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.33}","{""evaluated_value"":0.33,""numerator"":33.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.33}","{""expected_n"":100,""preserved_fraction"":0.33,""preserved_n"":33,""preserved_terminated_fraction"":0.33,""preserved_terminated_n"":33,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":4,""reference_truncated_n"":0,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":4,""unavailable_n"":0}",100,100,0,33,0.33,0.33,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
07b9bad1f676110cb8bae7df,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.4,""numerator"":40.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.4}","{""evaluated_value"":0.4,""numerator"":40.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.4}","{""expected_n"":100,""preserved_fraction"":0.4,""preserved_n"":40,""preserved_terminated_fraction"":0.4,""preserved_terminated_n"":40,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":1,""reference_truncated_n"":0,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":1,""unavailable_n"":0}",100,100,0,40,0.4,0.4,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
0ff8a61a760d6836f469629b,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.4,""numerator"":40.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.4}","{""evaluated_value"":0.4,""numerator"":40.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.4}","{""expected_n"":100,""preserved_fraction"":0.4,""preserved_n"":40,""preserved_terminated_fraction"":0.4,""preserved_terminated_n"":40,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":3,""reference_truncated_n"":0,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":3,""unavailable_n"":0}",100,100,0,40,0.4,0.4,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
40034291ac69439c82ae1fc3,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":0.34,""numerator"":34.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.34}","{""evaluated_value"":0.34,""numerator"":34.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.34}","{""expected_n"":100,""preserved_fraction"":0.34,""preserved_n"":34,""preserved_terminated_fraction"":0.34,""preserved_terminated_n"":34,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":5,""reference_truncated_n"":0,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":5,""unavailable_n"":0}",100,100,0,34,0.34,0.34,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
6d8d11dbbbc7b736c6386bca,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":1.0,""numerator"":100.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":1.0}","{""evaluated_value"":0.7,""numerator"":70.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.7}","{""expected_n"":100,""preserved_fraction"":1.0,""preserved_n"":100,""preserved_terminated_fraction"":0.7,""preserved_terminated_n"":70,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":30,""reference_truncated_n"":30,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":30,""unavailable_n"":0}",100,100,0,100,1,1,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
cefda69ce81ca1253435bac7,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":1.0,""numerator"":100.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":1.0}","{""evaluated_value"":0.7,""numerator"":70.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.7}","{""expected_n"":100,""preserved_fraction"":1.0,""preserved_n"":100,""preserved_terminated_fraction"":0.7,""preserved_terminated_n"":70,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":30,""reference_truncated_n"":30,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":30,""unavailable_n"":0}",100,100,0,100,1,1,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
e42cd6f9b5b86feb491512f6,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":1.0,""numerator"":100.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":1.0}","{""evaluated_value"":0.7,""numerator"":70.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.7}","{""expected_n"":100,""preserved_fraction"":1.0,""preserved_n"":100,""preserved_terminated_fraction"":0.7,""preserved_terminated_n"":70,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":30,""reference_truncated_n"":30,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":30,""unavailable_n"":0}",100,100,0,100,1,1,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
e0f2bb19e19594c972c0ef15,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":1.0,""numerator"":100.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":1.0}","{""evaluated_value"":0.7,""numerator"":70.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.7}","{""expected_n"":100,""preserved_fraction"":1.0,""preserved_n"":100,""preserved_terminated_fraction"":0.7,""preserved_terminated_n"":70,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":30,""reference_truncated_n"":30,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":30,""unavailable_n"":0}",100,100,0,100,1,1,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
0d4d946cb9ff28b7e6af3c4d,1000,"{""counterfact_mquake"":""exact_nonempty_relation_id"",""decision"":""DEC-061"",""family"":""NM-template-v1"",""missing"":""retain_planned_ids_and_unavailable_reason_no_replacement_no_redraw"",""pairing"":""lexical_support_item_id_then_first_unused_lexical_neighbour_same_family"",""scoring"":""DEC-053_bounded_text_equality_neighbour_vs_its_actual_cap_off_baseline"",""subjects"":""different_globally_reserved_subjects"",""zsre"":""exact_normalized_subject_masked_question_template_single_whole_word_occurrence""}","{""evaluated_value"":1.0,""numerator"":100.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":1.0}","{""evaluated_value"":0.7,""numerator"":70.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.7}","{""expected_n"":100,""preserved_fraction"":1.0,""preserved_n"":100,""preserved_terminated_fraction"":0.7,""preserved_terminated_n"":70,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":30,""reference_truncated_n"":30,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":30,""unavailable_n"":0}",100,100,0,100,1,1,different-subject exact relation/template specificity; not semantic nearest neighbours,planned slots retained; full rate unavailable with any missing case; no acquisition filter
